0,4521
1,5663
2,2630
3,1424
4,902
5,624
6,463
7,324
8,269
9,189
10,212
11,179
12,129
13,127
14,107
15,100
16,80
17,85
18,63
19,43
20,37
21,54
22,37
23,24
24,33
25,44
26,31
27,18
28,27
29,18
30,28
31,20
32,18
33,12
34,15
35,26
36,14
37,17
38,15
39,15
40,14
41,9
42,17
43,13
44,11
45,9
46,11
47,10
48,8
49,10
50,11
51,9
52,7
53,8
54,6
55,5
56,7
57,5
58,5
59,7
60,6
61,9
62,0
63,4
64,3
65,5
66,7
67,7
68,7
69,2
70,6
71,5
72,12
73,7
74,3
75,1
76,9
77,5
78,4
79,3
80,8
81,16
82,7
83,6
84,4
85,2
86,5
87,3
88,2
89,6
90,4
91,1
92,6
93,2
94,5
95,4
96,1
97,4
98,5
99,2
100,4
101,5
102,5
103,3
104,6
105,4
106,1
107,6
108,5
109,3
110,4
111,5
112,3
113,3
114,3
115,2
116,3
117,3
118,1
119,0
120,6
121,2
122,3
123,4
124,1
125,3
126,3
127,3
128,2
129,1
130,0
131,2
132,1
133,3
134,1
135,2
136,3
137,3
138,2
139,0
140,1
141,4
142,4
143,1
144,2
145,5
146,2
147,2
148,1
149,0
150,2
151,1
152,0
153,0
154,4
155,1
156,2
157,4
158,0
159,3
160,1
161,4
162,0
163,0
164,3
165,1
166,2
167,2
168,1
169,2
170,1
171,4
172,1
173,1
174,3
175,2
176,2
177,1
178,3
179,1
180,5
181,1
182,1
183,1
184,2
185,3
186,3
187,0
188,1
189,5
190,0
191,1
192,0
193,1
194,1
195,0
196,7
197,1
198,1
199,4
200,1
201,1
202,1
203,2
204,0
205,2
206,2
207,1
208,0
209,3
210,0
211,3
212,0
213,1
214,1
215,1
216,0
217,2
218,4
219,2
220,1
221,3
222,3
223,2
224,0
225,2
226,0
227,1
228,1
229,0
230,3
231,2
232,2
233,0
234,0
235,1
236,0
237,2
238,4
239,1
240,3
241,1
242,2
243,3
244,1
245,6
246,1
247,0
248,0
249,2
250,0
251,0
252,0
253,1
254,3
255,1
256,3
257,1
258,2
259,0
260,0
261,2
262,3
263,1
264,0
265,1
266,2
267,3
268,1
