0,10444
1,10365
2,3718
3,1778
4,1109
5,729
6,513
7,420
8,305
9,250
10,209
11,162
12,144
13,128
14,105
15,108
16,92
17,83
18,75
19,64
20,64
21,63
22,47
23,46
24,36
25,32
26,43
27,23
28,34
29,31
30,38
31,28
32,18
33,27
34,23
35,27
36,22
37,23
38,13
39,25
40,23
41,19
42,19
43,12
44,14
45,16
46,10
47,22
48,16
49,12
50,21
51,18
52,13
53,15
54,12
55,15
56,13
57,11
58,17
59,14
60,7
61,11
62,7
63,12
64,9
65,5
66,10
67,16
68,8
69,11
70,5
71,7
72,11
73,9
74,9
75,13
76,6
77,9
78,7
79,8
80,9
81,9
82,11
83,6
84,13
85,9
86,9
87,10
88,7
89,7
90,9
91,8
92,4
93,4
94,11
95,12
96,9
97,8
98,10
99,8
100,6
101,4
102,3
103,2
104,6
105,10
106,6
107,5
108,7
109,5
110,5
111,2
112,9
113,3
114,10
115,4
116,7
117,4
118,11
119,4
120,4
121,10
122,4
123,4
124,10
125,5
126,6
127,5
128,7
129,8
130,5
131,10
132,10
133,7
134,2
135,4
136,6
137,6
138,3
139,8
140,2
141,4
142,6
143,9
144,2
145,1
146,4
147,2
148,6
149,3
150,4
151,4
152,3
153,5
154,6
155,4
156,2
157,3
158,3
159,6
160,8
161,2
162,5
163,3
164,1
165,3
166,3
167,6
168,4
169,5
170,2
171,9
172,3
173,6
174,6
175,1
176,2
177,4
178,7
179,1
180,4
181,4
182,2
183,3
184,7
185,1
186,2
187,3
188,2
189,5
190,1
191,1
192,2
193,2
194,2
195,3
196,5
197,3
198,1
199,4
200,2
201,2
202,1
203,2
204,6
205,2
206,2
207,4
208,1
209,4
210,8
211,2
212,2
213,2
214,7
215,2
216,2
217,2
218,0
219,1
220,4
221,0
222,0
223,0
224,6
225,5
226,1
227,4
228,2
229,2
230,2
231,4
232,3
233,6
234,3
235,0
236,3
237,2
238,2
239,0
240,4
241,5
242,3
243,1
244,3
245,2
246,2
247,2
248,2
249,5
250,0
251,2
252,0
253,4
254,1
255,0
256,0
257,2
258,2
259,3
260,2
261,1
262,0
263,3
264,3
265,1
266,4
267,1
268,2
269,2
270,0
271,2
272,1
273,0
274,2
275,1
276,0
277,1
278,1
279,1
280,1
281,1
282,0
283,0
284,1
285,4
286,0
287,4
288,1
289,2
290,1
291,1
292,0
293,5
294,1
295,1
296,1
297,1
298,1
299,1
300,0
301,1
302,1
303,0
304,0
305,0
306,0
307,1
308,0
309,1
310,0
311,2
312,2
313,0
314,0
315,1
316,0
317,0
318,0
319,1
320,0
321,1
322,0
323,0
324,0
325,1
326,2
327,3
328,0
329,1
330,0
331,1
332,0
333,1
334,1
335,0
336,0
337,0
338,1
339,0
340,0
341,0
342,2
343,1
344,0
345,1
346,0
347,1
348,2
349,1
350,0
351,0
352,1
353,1
354,0
355,3
356,0
357,2
358,1
359,0
360,0
361,2
362,1
363,1
364,0
365,0
366,0
367,0
368,0
369,1
370,0
371,0
372,0
373,0
374,0
375,0
376,1
377,1
378,0
379,1
380,0
381,0
382,1
383,0
384,1
385,0
386,1
387,0
388,0
389,0
390,0
391,1
392,1
393,0
394,0
395,2
396,0
397,0
398,0
399,0
400,1
401,0
402,4
403,1
404,1
405,0
406,0
407,1
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,1
421,1
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,1
432,0
433,1
434,0
435,0
436,0
437,0
438,0
439,0
440,1
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,1
452,0
453,1
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,1
467,0
468,0
469,0
470,0
471,0
472,1
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,1
481,0
482,0
483,0
484,0
485,0
486,1
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,1
496,0
497,0
498,2
499,0
500,1
501,0
502,0
503,0
504,0
505,0
506,1
507,0
508,0
509,0
510,0
511,0
512,1
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,2
524,2
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,3
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,1
567,0
568,0
569,0
570,1
571,0
572,0
573,1
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,1
584,1
585,0
586,0
587,0
588,0
589,0
590,1
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,1
600,0
601,1
602,0
603,0
604,0
605,0
606,1
607,0
608,1
609,0
610,0
611,0
612,0
613,0
614,0
615,2
616,0
617,4
618,0
619,0
620,1
621,2
622,1
623,0
624,1
625,1
626,0
627,1
628,0
629,1
630,0
631,0
632,0
633,0
634,1
635,0
636,1
637,0
638,0
639,0
640,1
641,0
642,0
643,0
644,1
645,0
646,0
647,1
648,0
649,0
650,0
651,1
652,2
653,0
654,0
655,0
656,1
657,0
658,1
659,1
660,2
661,0
662,0
663,0
664,0
665,1
666,0
667,1
668,0
669,2
670,3
671,0
672,0
673,0
674,0
675,0
676,1
677,1
678,2
679,0
680,1
681,1
682,1
683,0
684,2
685,0
686,2
687,4
688,2
689,1
690,1
691,0
692,0
693,1
694,1
695,1
696,1
697,1
698,0
699,1
700,2
701,0
702,0
703,1
704,0
705,1
706,0
707,1
708,1
709,1
710,1
711,2
712,1
713,4
714,0
715,0
716,2
717,0
718,1
719,3
720,1
721,3
722,1
723,2
724,0
725,0
726,2
727,1
728,1
729,2
